0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000111e-01,8.000000000000000444e-01,-4.083313751220703125e+01
-2.000000000000000111e-01,8.210526315789473673e-01,-4.132713317871093750e+01
-2.000000000000000111e-01,8.421052631578948011e-01,-4.176696014404296875e+01
-2.000000000000000111e-01,8.631578947368421240e-01,-4.217681884765625000e+01
-2.000000000000000111e-01,8.842105263157895578e-01,-4.257578659057617188e+01
-2.000000000000000111e-01,9.052631578947368807e-01,-4.293162155151367188e+01
-2.000000000000000111e-01,9.263157894736842035e-01,-4.318545532226562500e+01
-2.000000000000000111e-01,9.473684210526316374e-01,-4.346780776977539062e+01
-2.000000000000000111e-01,9.684210526315789602e-01,-4.357218933105468750e+01
-2.000000000000000111e-01,9.894736842105262831e-01,-4.370394134521484375e+01
-2.000000000000000111e-01,1.010526315789473717e+00,-4.375492858886718750e+01
-2.000000000000000111e-01,1.031578947368421151e+00,-4.367705154418945312e+01
-2.000000000000000111e-01,1.052631578947368363e+00,-4.361737823486328125e+01
-2.000000000000000111e-01,1.073684210526315796e+00,-4.346720123291015625e+01
-2.000000000000000111e-01,1.094736842105263008e+00,-4.327209091186523438e+01
-2.000000000000000111e-01,1.115789473684210442e+00,-4.305968093872070312e+01
-2.000000000000000111e-01,1.136842105263157876e+00,-4.280444335937500000e+01
-2.000000000000000111e-01,1.157894736842105310e+00,-4.259318923950195312e+01
-2.000000000000000111e-01,1.178947368421052744e+00,-4.228161621093750000e+01
-2.000000000000000111e-01,1.199999999999999956e+00,-4.200392532348632812e+01
-1.789473684210526327e-01,8.000000000000000444e-01,-4.125041198730468750e+01
-1.789473684210526327e-01,8.210526315789473673e-01,-4.172900009155273438e+01
-1.789473684210526327e-01,8.421052631578948011e-01,-4.226688766479492188e+01
-1.789473684210526327e-01,8.631578947368421240e-01,-4.272042465209960938e+01
-1.789473684210526327e-01,8.842105263157895578e-01,-4.314570999145507812e+01
-1.789473684210526327e-01,9.052631578947368807e-01,-4.358182144165039062e+01
-1.789473684210526327e-01,9.263157894736842035e-01,-4.384428405761718750e+01
-1.789473684210526327e-01,9.473684210526316374e-01,-4.415229797363281250e+01
-1.789473684210526327e-01,9.684210526315789602e-01,-4.437308883666992188e+01
-1.789473684210526327e-01,9.894736842105262831e-01,-4.447400283813476562e+01
