0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000056e-01,-1.000000000000000056e-01,-1.383595275878906250e+01
-1.000000000000000056e-01,-7.777777777777777901e-02,-1.517595767974853516e+01
-1.000000000000000056e-01,-5.555555555555555941e-02,-1.631888198852539062e+01
-1.000000000000000056e-01,-3.333333333333333981e-02,-1.695893096923828125e+01
-1.000000000000000056e-01,-1.111111111111111327e-02,-1.680202865600585938e+01
-1.000000000000000056e-01,1.111111111111111327e-02,-1.595293903350830078e+01
-1.000000000000000056e-01,3.333333333333332593e-02,-1.470070457458496094e+01
-1.000000000000000056e-01,5.555555555555555247e-02,-1.336005496978759766e+01
-1.000000000000000056e-01,7.777777777777777901e-02,-1.205175781250000000e+01
-1.000000000000000056e-01,1.000000000000000056e-01,-1.086991882324218750e+01
-7.777777777777777901e-02,-1.000000000000000056e-01,-1.487528705596923828e+01
-7.777777777777777901e-02,-7.777777777777777901e-02,-1.674647331237792969e+01
-7.777777777777777901e-02,-5.555555555555555941e-02,-1.865031051635742188e+01
-7.777777777777777901e-02,-3.333333333333333981e-02,-1.998353195190429688e+01
-7.777777777777777901e-02,-1.111111111111111327e-02,-1.988760185241699219e+01
-7.777777777777777901e-02,1.111111111111111327e-02,-1.840685462951660156e+01
-7.777777777777777901e-02,3.333333333333332593e-02,-1.649008750915527344e+01
-7.777777777777777901e-02,5.555555555555555247e-02,-1.465337848663330078e+01
-7.777777777777777901e-02,7.777777777777777901e-02,-1.301767253875732422e+01
-7.777777777777777901e-02,1.000000000000000056e-01,-1.160585403442382812e+01
-5.555555555555555941e-02,-1.000000000000000056e-01,-1.561190605163574219e+01
-5.555555555555555941e-02,-7.777777777777777901e-02,-1.805653190612792969e+01
-5.555555555555555941e-02,-5.555555555555555941e-02,-2.113607025146484375e+01
-5.555555555555555941e-02,-3.333333333333333981e-02,-2.437654495239257812e+01
-5.555555555555555941e-02,-1.111111111111111327e-02,-2.459862899780273438e+01
-5.555555555555555941e-02,1.111111111111111327e-02,-2.145396995544433594e+01
-5.555555555555555941e-02,3.333333333333332593e-02,-1.833002471923828125e+01
-5.555555555555555941e-02,5.555555555555555247e-02,-1.583774757385253906e+01
-5.555555555555555941e-02,7.777777777777777901e-02,-1.384750938415527344e+01
-5.555555555555555941e-02,1.000000000000000056e-01,-1.222063541412353516e+01
-3.333333333333333981e-02,-1.000000000000000056e-01,-1.582369518280029297e+01
-3.333333333333333981e-02,-7.777777777777777901e-02,-1.856921577453613281e+01
-3.333333333333333981e-02,-5.555555555555555941e-02,-2.259119415283203125e+01
-3.333333333333333981e-02,-3.333333333333333981e-02,-2.997417068481445312e+01
